211	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#520.107#520.51
212	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@vsv1938m-words#@vsv1938m#521.201#521.481
213	знаете	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vsv1938m-words#@vsv1938m#521.481#521.761
214	вот	вот	PART	_	_	_	_	_	@vsv1938m-words#@vsv1938m#521.761#522.041
215	если	если	SCONJ	_	_	_	_	_	@vsv1938m-words#@vsv1938m#522.041#522.321
216	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@vsv1938m-words#@vsv1938m#522.321#522.601
217	обратили	обратить	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@vsv1938m-words#@vsv1938m#522.601#522.881
218	внимание	внимание	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#522.881#523.161
219	почти	почти	ADV	_	Degree=Pos	_	_	_	@vsv1938m-words#@vsv1938m#523.161#523.441
220	все	весь	DET	_	Case=Nom|Number=Plur	_	_	_	@vsv1938m-words#@vsv1938m#523.441#523.721
221	мои	мой	DET	_	Case=Nom|Number=Plur	_	_	_	@vsv1938m-words#@vsv1938m#523.721#524.001
222	песни	песня	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur	_	_	_	@vsv1938m-words#@vsv1938m#524.001#524.281
223	написаны	писать	VERB	_	Aspect=Perf|Number=Plur|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass	_	_	_	@vsv1938m-words#@vsv1938m#524.281#524.561
224	от	от	ADP	_	_	_	_	_	@vsv1938m-words#@vsv1938m#524.561#524.841
225	первого	первый	ADJ	_	Case=Gen|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#524.841#525.121
226	лица	лицо	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#525.121#525.402
227	Булат	Булат	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#526.711#527.11
228	реже	редко	ADV	_	Degree=Cmp	_	_	_	@vsv1938m-words#@vsv1938m#527.11#527.509
229	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#527.509#527.908
230	делает	делать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vsv1938m-words#@vsv1938m#527.908#528.308
231	ну	ну	PART	_	_	_	_	_	@vsv1938m-words#@vsv1938m#528.899#529.159
232	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@vsv1938m-words#@vsv1938m#529.159#529.419
233	вам	вы	PRON	_	Case=Dat|Number=Plur|Person=2	_	_	_	@vsv1938m-words#@vsv1938m#529.419#529.679
234	скажу	сказать	VERB	_	Aspect=Perf|Mood=Ind|Number=Sing|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@vsv1938m-words#@vsv1938m#529.679#529.939
235	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@vsv1938m-words#@vsv1938m#529.939#530.199
236	даже	даже	PART	_	_	_	_	_	@vsv1938m-words#@vsv1938m#530.199#530.459
237	не	не	PART	_	_	_	_	_	@vsv1938m-words#@vsv1938m#530.459#530.719
238	хочу	хотеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vsv1938m-words#@vsv1938m#530.719#530.979
239	сравнивать	сравнивать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@vsv1938m-words#@vsv1938m#530.979#531.239
240	и	и	CCONJ	_	_	_	_	_	@vsv1938m-words#@vsv1938m#531.239#531.499
241	вообще	вообще	ADV	_	Degree=Pos	_	_	_	@vsv1938m-words#@vsv1938m#531.499#531.759
242	в	в	ADP	_	_	_	_	_	@vsv1938m-words#@vsv1938m#531.759#532.019
243	этом	этот	DET	_	Case=Loc|Gender=Masc|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#532.019#532.279
244	разговоре	разговор	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#532.279#532.539
245	его	он	PRON	_	Case=Gen|Number=Sing|Person=3	_	_	_	@vsv1938m-words#@vsv1938m#532.539#532.805
246	упоминать	упоминать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@vsv1938m-words#@vsv1938m#533.013#533.464
247	упомянуть	упоминать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@vsv1938m-words#@vsv1938m#533.464#533.915
248	хочу	хотеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vsv1938m-words#@vsv1938m#533.915#534.366
249	только	только	ADV	_	Degree=Pos	_	_	_	@vsv1938m-words#@vsv1938m#534.366#534.817
250	с	с	ADP	_	_	_	_	_	@vsv1938m-words#@vsv1938m#534.817#535.268
251	большим	больший	ADJ	_	Case=Ins|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#535.268#535.719
252	уважением	уважение	NOUN	_	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#535.719#536.174
253	ээ	ээ	X	_	_	_	_	_	@vsv1938m-words#@vsv1938m#536.597#536.861
254	и	и	CCONJ	_	_	_	_	_	@vsv1938m-words#@vsv1938m#536.861#537.125
255	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@vsv1938m-words#@vsv1938m#537.125#537.389
256	так	так	ADV	_	Degree=Pos	_	_	_	@vsv1938m-words#@vsv1938m#537.389#537.653
257	закончим	закончить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vsv1938m-words#@vsv1938m#537.653#537.917
258	на	на	ADP	_	_	_	_	_	@vsv1938m-words#@vsv1938m#537.917#538.181
259	этом	это	PRON	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#538.181#538.445
260	просто	просто	ADV	_	Degree=Pos	_	_	_	@vsv1938m-words#@vsv1938m#538.445#538.709
261	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@vsv1938m-words#@vsv1938m#538.709#538.973
262	его	он	PRON	_	Case=Gen|Number=Sing|Person=3	_	_	_	@vsv1938m-words#@vsv1938m#538.973#539.237
263	люблю	любить	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#539.237#539.501
264	и	и	CCONJ	_	_	_	_	_	@vsv1938m-words#@vsv1938m#539.501#539.765
265	стихи	стих	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@vsv1938m-words#@vsv1938m#539.765#540.029
266	его	его	DET	_	Case=Acc|Number=Plur	_	_	_	@vsv1938m-words#@vsv1938m#540.029#540.293
267	и	и	CCONJ	_	_	_	_	_	@vsv1938m-words#@vsv1938m#540.293#540.557
268	как	как	ADV	_	Degree=Pos	_	_	_	@vsv1938m-words#@vsv1938m#540.557#540.821
269	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@vsv1938m-words#@vsv1938m#540.821#541.085
270	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#541.085#541.349
271	делает	делать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vsv1938m-words#@vsv1938m#541.349#541.613
272	и	и	CCONJ	_	_	_	_	_	@vsv1938m-words#@vsv1938m#541.613#541.877
273	вообще	вообще	ADV	_	Degree=Pos	_	_	_	@vsv1938m-words#@vsv1938m#541.877#542.141
274	просто	просто	ADV	_	Degree=Pos	_	_	_	@vsv1938m-words#@vsv1938m#542.141#542.405
275	как	как	SCONJ	_	_	_	_	_	@vsv1938m-words#@vsv1938m#542.405#542.669
276	личность	личность	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#542.669#542.953
277	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#543.308#543.659
278	само	сам	DET	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#543.659#544.01
279	собой	себя	PRON	_	Case=Ins	_	_	_	@vsv1938m-words#@vsv1938m#544.01#544.362
280	понимаете	понимать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vsv1938m-words#@vsv1938m#545.711#546.416
281	вот	вот	PART	_	_	_	_	_	@vsv1938m-words#@vsv1938m#546.503#546.853
282	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@vsv1938m-words#@vsv1938m#546.853#547.203
283	получаю	получать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vsv1938m-words#@vsv1938m#547.203#547.553
284	письма	письмо	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Plur	_	_	_	@vsv1938m-words#@vsv1938m#547.553#547.906
285	и	и	CCONJ	_	_	_	_	_	@vsv1938m-words#@vsv1938m#548.013#548.288
286	в	в	ADP	_	_	_	_	_	@vsv1938m-words#@vsv1938m#548.288#548.563
287	них	они	PRON	_	Case=Loc|Number=Plur|Person=3	_	_	_	@vsv1938m-words#@vsv1938m#548.563#548.838
288	спрашивают	спрашивать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vsv1938m-words#@vsv1938m#548.838#549.114
289	не	не	PART	_	_	_	_	_	@vsv1938m-words#@vsv1938m#549.51#549.768
290	плавал	плавать	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@vsv1938m-words#@vsv1938m#549.768#550.026
291	ли	ли	PART	_	_	_	_	_	@vsv1938m-words#@vsv1938m#550.026#550.284
292	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@vsv1938m-words#@vsv1938m#550.284#550.542
293	не	не	PART	_	_	_	_	_	@vsv1938m-words#@vsv1938m#550.542#550.8
294	летал	летать	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@vsv1938m-words#@vsv1938m#550.8#551.058
295	ли	ли	PART	_	_	_	_	_	@vsv1938m-words#@vsv1938m#551.058#551.316
296	не	не	PART	_	_	_	_	_	@vsv1938m-words#@vsv1938m#551.316#551.574
297	сидел	сидеть	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@vsv1938m-words#@vsv1938m#551.574#551.832
298	ли	ли	PART	_	_	_	_	_	@vsv1938m-words#@vsv1938m#551.832#552.09
299	не	не	PART	_	_	_	_	_	@vsv1938m-words#@vsv1938m#552.09#552.348
300	шоферил	шоферить	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@vsv1938m-words#@vsv1938m#552.348#552.606
301	ли	ли	PART	_	_	_	_	_	@vsv1938m-words#@vsv1938m#552.606#552.864
302	не	не	PART	_	_	_	_	_	@vsv1938m-words#@vsv1938m#552.864#553.122
303	воевал	воевать	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@vsv1938m-words#@vsv1938m#553.122#553.38
304	ли	ли	PART	_	_	_	_	_	@vsv1938m-words#@vsv1938m#553.38#553.638
305	и	и	CCONJ	_	_	_	_	_	@vsv1938m-words#@vsv1938m#553.638#553.896
306	так	так	ADV	_	Degree=Pos	_	_	_	@vsv1938m-words#@vsv1938m#553.896#554.154
307	далее	далее	ADV	_	Degree=Pos	_	_	_	@vsv1938m-words#@vsv1938m#554.154#554.416
308	э	э	X	_	_	_	_	_	@vsv1938m-words#@vsv1938m#555.1#555.352
309	ну	ну	PART	_	_	_	_	_	@vsv1938m-words#@vsv1938m#555.352#555.604
310	во-первых	во-первых	ADV	_	Degree=Pos	_	_	_	@vsv1938m-words#@vsv1938m#555.805#556.342
311	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@vsv1938m-words#@vsv1938m#556.503#556.812
312	так	так	ADV	_	Degree=Pos	_	_	_	@vsv1938m-words#@vsv1938m#556.812#557.121
313	считаю	считать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vsv1938m-words#@vsv1938m#557.121#557.43
314	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#557.43#557.739
315	похвалой	похвала	NOUN	_	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#557.739#558.048
316	своего	свой	DET	_	Case=Gen|Gender=Masc|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#558.048#558.357
317	рода	род	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#558.357#558.666
318	потому	потому	ADV	_	Degree=Pos	_	_	_	@vsv1938m-words#@vsv1938m#558.666#558.975
319	что	что	SCONJ	_	_	_	_	_	@vsv1938m-words#@vsv1938m#558.975#559.288
320	люди	человек	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@vsv1938m-words#@vsv1938m#559.402#559.683
321	думают	думать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vsv1938m-words#@vsv1938m#559.683#559.964
322	что	что	SCONJ	_	_	_	_	_	@vsv1938m-words#@vsv1938m#559.964#560.245
323	если	если	SCONJ	_	_	_	_	_	@vsv1938m-words#@vsv1938m#560.245#560.526
324	человек	человек	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#560.526#560.807
325	так	так	ADV	_	Degree=Pos	_	_	_	@vsv1938m-words#@vsv1938m#560.807#561.088
326	пишет	писать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vsv1938m-words#@vsv1938m#561.088#561.369
327	и	и	PART	_	_	_	_	_	@vsv1938m-words#@vsv1938m#561.369#561.65
328	так	так	ADV	_	Degree=Pos	_	_	_	@vsv1938m-words#@vsv1938m#561.65#561.931
329	знает	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vsv1938m-words#@vsv1938m#561.931#562.212
330	предмет	предмет	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#562.212#562.503
331	хотя	хотя	SCONJ	_	_	_	_	_	@vsv1938m-words#@vsv1938m#563.308#563.737
332	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@vsv1938m-words#@vsv1938m#563.737#564.166
333	ошибаются	ошибаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@vsv1938m-words#@vsv1938m#564.166#564.597
334	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@vsv1938m-words#@vsv1938m#564.711#565.026
335	во	в	ADP	_	_	_	_	_	@vsv1938m-words#@vsv1938m#565.1#565.433
336	многих	многий	DET	_	Case=Loc|Number=Plur	_	_	_	@vsv1938m-words#@vsv1938m#565.433#565.766
337	случаях	случай	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Plur	_	_	_	@vsv1938m-words#@vsv1938m#565.766#566.1
338	предмета	предмет	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#566.208#566.527
339	не	не	PART	_	_	_	_	_	@vsv1938m-words#@vsv1938m#566.527#566.846
340	знаю	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vsv1938m-words#@vsv1938m#566.846#567.165
341	хотя	хотя	SCONJ	_	_	_	_	_	@vsv1938m-words#@vsv1938m#567.165#567.484
342	в	в	ADP	_	_	_	_	_	@vsv1938m-words#@vsv1938m#567.484#567.803
343	общем	общий	ADJ	_	Case=Loc|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#567.803#568.122
344	человек	человек	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#568.122#568.441
345	любознательный	любознательный	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#568.441#568.76
346	и	и	CCONJ	_	_	_	_	_	@vsv1938m-words#@vsv1938m#568.76#569.079
347	любопытный	любопытный	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#569.079#569.398
348	и	и	CCONJ	_	_	_	_	_	@vsv1938m-words#@vsv1938m#569.398#569.717
349	очень	очень	ADV	_	Degree=Pos	_	_	_	@vsv1938m-words#@vsv1938m#569.717#570.036
350	пытаюсь	пытаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@vsv1938m-words#@vsv1938m#570.036#570.355
351	как-то	как-то	ADV	_	Degree=Pos	_	_	_	@vsv1938m-words#@vsv1938m#570.355#570.674
352	до...	до...	X	_	_	_	_	_	@vsv1938m-words#@vsv1938m#570.674#570.993
353	докопаться	докопаться	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Mid	_	_	_	@vsv1938m-words#@vsv1938m#570.993#571.315
354	нет	нет	INTJ	_	_	_	_	_	@vsv1938m-words#@vsv1938m#572.013#572.332
355	тут	тут	ADV	_	Degree=Pos	_	_	_	@vsv1938m-words#@vsv1938m#572.332#572.651
356	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vsv1938m-words#@vsv1938m#572.651#572.97
357	самое	самый	ADJ	_	Case=Nom|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#572.97#573.289
358	главное	главный	ADJ	_	Case=Nom|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#573.289#573.61
359	что	что	SCONJ	_	_	_	_	_	@vsv1938m-words#@vsv1938m#573.718#574.044
360	в	в	ADP	_	_	_	_	_	@vsv1938m-words#@vsv1938m#574.044#574.37
361	этом	это	PRON	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#574.37#574.696
362	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vsv1938m-words#@vsv1938m#574.696#575.022
363	мое	мой	DET	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#575.022#575.348
364	собственное	собственный	ADJ	_	Case=Nom|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#575.348#575.674
365	мнение	мнение	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#575.674#576.0
366	и	и	CCONJ	_	_	_	_	_	@vsv1938m-words#@vsv1938m#576.0#576.326
367	суждение	суждение	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#576.326#576.657
368	о	о	ADP	_	_	_	_	_	@vsv1938m-words#@vsv1938m#577.006#577.325
369	тех	тот	DET	_	Case=Loc|Number=Plur	_	_	_	@vsv1938m-words#@vsv1938m#577.325#577.644
370	предметах	предмет	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Plur	_	_	_	@vsv1938m-words#@vsv1938m#577.644#577.963
371	и	и	CCONJ	_	_	_	_	_	@vsv1938m-words#@vsv1938m#577.963#578.282
372	вещах	вещь	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Plur	_	_	_	@vsv1938m-words#@vsv1938m#578.282#578.601
373	и	и	CCONJ	_	_	_	_	_	@vsv1938m-words#@vsv1938m#578.601#578.92
374	людях	человек	NOUN	_	Animacy=Anim|Case=Loc|Gender=Masc|Number=Plur	_	_	_	@vsv1938m-words#@vsv1938m#578.92#579.239
375	и	и	CCONJ	_	_	_	_	_	@vsv1938m-words#@vsv1938m#579.239#579.558
376	проблемах	проблема	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Plur	_	_	_	@vsv1938m-words#@vsv1938m#579.558#579.877
377	о	о	ADP	_	_	_	_	_	@vsv1938m-words#@vsv1938m#579.877#580.196
378	которых	который	DET	_	Case=Loc|Number=Plur	_	_	_	@vsv1938m-words#@vsv1938m#580.196#580.515
379	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@vsv1938m-words#@vsv1938m#580.515#580.834
380	рассказываю	рассказывать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vsv1938m-words#@vsv1938m#580.834#581.153
381	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@vsv1938m-words#@vsv1938m#581.153#581.472
382	понимаете	понимать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vsv1938m-words#@vsv1938m#581.472#581.805
383	поэтому	поэтому	ADV	_	Degree=Pos	_	_	_	@vsv1938m-words#@vsv1938m#582.295#582.645
384	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@vsv1938m-words#@vsv1938m#582.645#582.995
385	хочу	хотеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vsv1938m-words#@vsv1938m#582.995#583.345
386	от	от	ADP	_	_	_	_	_	@vsv1938m-words#@vsv1938m#583.345#583.695
387	себя	себя	PRON	_	Case=Gen	_	_	_	@vsv1938m-words#@vsv1938m#583.695#584.045
388	писать	писать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@vsv1938m-words#@vsv1938m#584.045#584.396
389	от	от	ADP	_	_	_	_	_	@vsv1938m-words#@vsv1938m#584.51#584.758
390	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@vsv1938m-words#@vsv1938m#584.758#585.006
391	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#586.0#586.406
392	первое	первый	ADJ	_	Case=Acc|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#586.406#586.812
393	ну	ну	PART	_	_	_	_	_	@vsv1938m-words#@vsv1938m#587.1#587.349
394	а	а	CCONJ	_	_	_	_	_	@vsv1938m-words#@vsv1938m#587.503#587.889
395	если	если	SCONJ	_	_	_	_	_	@vsv1938m-words#@vsv1938m#587.889#588.275
396	говорить	говорить	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@vsv1938m-words#@vsv1938m#588.275#588.661
397	о	о	ADP	_	_	_	_	_	@vsv1938m-words#@vsv1938m#588.661#589.047
398	такой	такой	DET	_	Case=Loc|Gender=Fem|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#589.047#589.433
399	юмористической	юмористический	ADJ	_	Case=Loc|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#589.433#589.819
400	стороне	сторона	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#589.819#590.205
401	дела	дело	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#590.205#590.597
402	то	то	SCONJ	_	_	_	_	_	@vsv1938m-words#@vsv1938m#590.704#591.013
403	может	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vsv1938m-words#@vsv1938m#591.1#591.433
404	быть	быть	AUX	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@vsv1938m-words#@vsv1938m#591.433#591.766
405	в	в	ADP	_	_	_	_	_	@vsv1938m-words#@vsv1938m#591.766#592.099
406	отличие	отличие	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#592.099#592.432
407	от	от	ADP	_	_	_	_	_	@vsv1938m-words#@vsv1938m#592.432#592.765
408	него	он	PRON	_	Case=Gen|Gender=Masc|Number=Sing|Person=3	_	_	_	@vsv1938m-words#@vsv1938m#592.765#593.1
409	в	в	ADP	_	_	_	_	_	@vsv1938m-words#@vsv1938m#593.51#593.872
410	отличие	отличие	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#593.872#594.234
411	от	от	ADP	_	_	_	_	_	@vsv1938m-words#@vsv1938m#594.234#594.596
412	многих	многий	DET	_	Case=Loc|Number=Plur	_	_	_	@vsv1938m-words#@vsv1938m#594.596#594.958
413	других	другой	ADJ	_	Case=Gen|Degree=Pos|Number=Plur	_	_	_	@vsv1938m-words#@vsv1938m#594.958#595.32
414	поэтов	поэт	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@vsv1938m-words#@vsv1938m#595.32#595.682
415	которые	который	PRON	_	Case=Nom	_	_	_	@vsv1938m-words#@vsv1938m#595.682#596.044
416	писа...	писа...	X	_	_	_	_	_	@vsv1938m-words#@vsv1938m#596.044#596.409
417	пытаются	пытаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@vsv1938m-words#@vsv1938m#596.805#597.121
418	делать	делать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@vsv1938m-words#@vsv1938m#597.121#597.437
419	и	и	CCONJ	_	_	_	_	_	@vsv1938m-words#@vsv1938m#597.437#597.753
